OTU ID	LCL-L1	LCL-L3	LCL-L2
343686	0.0	0.0	1.0
588125	0.0	0.0	1.0
759751	0.0	2.0	0.0
641210	0.0	1.0	0.0
532419	0.0	0.0	1.0
535685	0.0	0.0	1.0
770389	6.0	25.0	36.0
131482	0.0	2.0	2.0
273690	0.0	1.0	0.0
825808	1.0	0.0	0.0
218836	0.0	0.0	2.0
157266	1047.0	7.0	21.0
4344483	0.0	5.0	2.0
1045843	0.0	1.0	0.0
590978	0.0	1.0	1.0
4454511	0.0	1.0	0.0
155726	3.0	2.0	3.0
535196	2.0	2.0	1.0
567976	0.0	1.0	0.0
266661	449.0	257.0	524.0
4465568	0.0	2.0	0.0
834366	17.0	2.0	14.0
543826	5.0	30.0	125.0
527415	0.0	0.0	1.0
697799	0.0	0.0	1.0
577170	3.0	0.0	0.0
872014	0.0	1.0	4.0
625470	0.0	3.0	0.0
4413917	0.0	1.0	0.0
56545	0.0	1.0	1.0
519398	0.0	1.0	0.0
348227	0.0	9.0	0.0
792078	0.0	4.0	9.0
593890	1.0	0.0	0.0
523140	18.0	6.0	2.0
308780	0.0	2.0	2.0
569790	0.0	1.0	0.0
180502	1.0	1.0	1.0
304211	12.0	2.0	0.0
4306353	0.0	1.0	0.0
4453773	1.0	0.0	0.0
822920	0.0	1.0	0.0
50624	0.0	0.0	1.0
4401373	2.0	0.0	0.0
197832	0.0	10.0	0.0
1102554	0.0	1.0	0.0
807277	0.0	1.0	0.0
525816	0.0	0.0	3.0
315846	0.0	6.0	0.0
631674	0.0	1.0	2.0
544851	0.0	1.0	1.0
592301	506.0	0.0	0.0
64653	884.0	647.0	63.0
4295156	40.0	0.0	3.0
334707	0.0	2.0	2.0
988314	32.0	12.0	5.0
835166	0.0	2.0	0.0
586712	1.0	1.0	2.0
1133140	0.0	1.0	2.0
697578	0.0	1.0	0.0
192231	0.0	2.0	0.0
4302904	1.0	0.0	0.0
252325	0.0	8.0	3.0
1015007	10.0	0.0	0.0
4424906	13.0	0.0	2.0
558732	0.0	2.0	0.0
4715	0.0	4.0	2.0
807187	0.0	1.0	0.0
536521	1.0	0.0	0.0
306124	0.0	8.0	0.0
1658350	0.0	1.0	0.0
219989	0.0	0.0	1.0
581283	1.0	0.0	0.0
4316205	17.0	6.0	8.0
4393521	0.0	1.0	0.0
2562435	0.0	0.0	1.0
10942	33.0	22.0	247.0
859157	1.0	0.0	1.0
4423008	0.0	1.0	1.0
530275	0.0	2.0	0.0
766547	0.0	0.0	1.0
107566	165.0	0.0	0.0
344861	0.0	1.0	0.0
563536	1.0	1.0	1.0
215097	1.0	0.0	0.0
229404	0.0	2.0	1.0
922761	3.0	8.0	5.0
537664	0.0	2.0	5.0
102864	0.0	0.0	2.0
17679	0.0	1.0	3.0
65419	0.0	1.0	1.0
1106733	6.0	1.0	2.0
351875	1.0	0.0	0.0
99865	0.0	0.0	1.0
745122	1.0	0.0	0.0
3633321	11.0	9.0	1.0
237249	0.0	5.0	0.0
1023267	1.0	10.0	8.0
194746	1.0	1.0	3.0
1501738	0.0	0.0	1.0
561804	3.0	0.0	0.0
4368819	1.0	0.0	1.0
46026	6.0	0.0	1.0
193755	0.0	1.0	0.0
573535	0.0	0.0	1.0
1127936	0.0	2.0	0.0
1130014	0.0	1.0	0.0
678420	1.0	0.0	0.0
1131545	0.0	0.0	1.0
820313	2.0	0.0	0.0
103606	0.0	1.0	0.0
100140	0.0	1.0	0.0
574749	0.0	1.0	0.0
4329310	2.0	0.0	1.0
4455005	0.0	0.0	1.0
522073	70.0	28.0	1.0
149766	0.0	2.0	0.0
36463	0.0	0.0	1.0
772651	0.0	1.0	0.0
236367	1.0	7.0	4.0
235898	0.0	3.0	0.0
386892	0.0	0.0	6.0
773251	0.0	1.0	0.0
942151	0.0	184.0	26.0
5683	1.0	0.0	0.0
1564851	0.0	1.0	0.0
594102	26.0	3.0	2.0
1142660	0.0	3.0	2.0
323929	0.0	0.0	16.0
304212	1.0	36.0	11.0
573803	0.0	1.0	0.0
726939	0.0	1.0	0.0
3133081	1.0	0.0	0.0
837482	0.0	9.0	0.0
265243	0.0	0.0	1.0
706432	4.0	22.0	18.0
1063513	0.0	1.0	1.0
278795	4.0	13.0	9.0
584835	12.0	3.0	3.0
4315336	115.0	0.0	0.0
1109205	1.0	0.0	0.0
149293	0.0	0.0	3.0
756083	2.0	0.0	0.0
531515	1.0	1.0	0.0
278225	0.0	1.0	3.0
583673	2.0	80.0	58.0
584951	0.0	1.0	0.0
1959369	7.0	0.0	0.0
4324871	2.0	0.0	0.0
4434068	0.0	1.0	0.0
824780	2.0	1.0	2.0
563086	1.0	0.0	0.0
582271	0.0	0.0	1.0
3877343	0.0	1.0	0.0
571293	0.0	1.0	0.0
294216	0.0	1.0	0.0
4418862	0.0	1.0	0.0
272647	0.0	4.0	0.0
6825	2.0	0.0	1.0
779725	12.0	5.0	16.0
648026	5.0	0.0	2.0
112402	0.0	0.0	1.0
728991	0.0	3.0	1.0
323818	0.0	1.0	0.0
517972	47.0	5.0	45.0
4340424	0.0	1.0	0.0
552812	0.0	0.0	1.0
607386	0.0	0.0	1.0
62667	17.0	42.0	37.0
528362	0.0	1.0	0.0
1641	6.0	416.0	112.0
251512	0.0	1.0	0.0
2602828	1.0	0.0	0.0
342427	31.0	32.0	0.0
788334	3.0	0.0	3.0
332732	0.0	1.0	0.0
775149	0.0	1.0	0.0
1099772	0.0	2.0	0.0
535920	0.0	1.0	0.0
568233	0.0	2.0	1.0
278640	0.0	0.0	4.0
13034	0.0	1.0	0.0
560336	0.0	4.0	0.0
263393	14.0	562.0	193.0
571966	0.0	0.0	5.0
321409	3.0	32.0	6.0
4449977	0.0	0.0	1.0
233623	0.0	1.0	0.0
144675	0.0	104.0	189.0
542103	0.0	1.0	0.0
41749	5.0	1.0	1.0
1130824	0.0	1.0	0.0
24217	0.0	2.0	0.0
4484034	1.0	0.0	0.0
851567	0.0	4.0	6.0
555922	0.0	1.0	0.0
544847	0.0	1.0	0.0
4466586	0.0	1.0	0.0
710196	0.0	0.0	1.0
1121651	0.0	0.0	1.0
567410	72.0	8.0	30.0
813945	103.0	541.0	2172.0
1140741	0.0	1.0	0.0
1015154	0.0	1.0	0.0
570112	0.0	1.0	6.0
113533	0.0	1.0	0.0
699257	0.0	3.0	2.0
663180	1.0	0.0	0.0
540691	0.0	1.0	5.0
641279	0.0	12.0	4.0
815311	0.0	0.0	1.0
4380424	0.0	1.0	0.0
788023	2.0	1.0	17.0
333731	1.0	3.0	0.0
1141610	9.0	78.0	78.0
829814	6.0	1.0	1.0
252121	0.0	0.0	2.0
143362	2.0	1.0	0.0
1016955	1.0	0.0	0.0
182912	0.0	0.0	3.0
1147754	0.0	2.0	0.0
582897	1.0	0.0	4.0
540274	0.0	1.0	1.0
555635	0.0	1.0	0.0
107349	1.0	2.0	0.0
648242	2.0	0.0	0.0
132101	0.0	1.0	0.0
692794	2.0	0.0	1.0
537047	264.0	26.0	135.0
236199	0.0	0.0	3.0
811091	0.0	2.0	1.0
257182	75.0	0.0	6.0
214919	0.0	0.0	1.0
342638	0.0	4.0	0.0
4382812	1.0	10.0	10.0
2393583	2.0	0.0	0.0
530809	0.0	3.0	1.0
302302	2.0	3.0	0.0
547313	0.0	8.0	3.0
186744	24.0	0.0	0.0
4361536	0.0	1.0	0.0
4355132	0.0	1.0	0.0
607825	0.0	2.0	0.0
834020	3.0	48.0	87.0
815406	91.0	32.0	30.0
1125570	0.0	1.0	0.0
34771	0.0	1.0	0.0
4418266	0.0	1.0	0.0
4382269	3.0	2.0	10.0
585063	0.0	2.0	0.0
107036	1.0	0.0	2.0
667356	1.0	0.0	1.0
577562	0.0	1.0	0.0
361165	5.0	10.0	21.0
4316858	0.0	0.0	1.0
213493	0.0	0.0	1.0
262379	0.0	0.0	1.0
296717	0.0	1.0	0.0
1791592	2.0	0.0	0.0
523224	0.0	1.0	0.0
1025949	8.0	3.0	8.0
312490	0.0	1.0	0.0
1894039	0.0	1.0	0.0
648806	0.0	7.0	12.0
1039594	0.0	24.0	2.0
777498	1.0	2.0	0.0
4432703	0.0	2.0	0.0
1894034	0.0	0.0	1.0
4417335	0.0	1.0	0.0
305915	1.0	1.0	0.0
529176	7.0	0.0	0.0
579608	1.0	8.0	0.0
3627805	0.0	2.0	0.0
731998	1.0	0.0	0.0
4453501	0.0	1.0	0.0
686972	0.0	1.0	0.0
224274	128.0	328.0	218.0
815248	0.0	1.0	0.0
279462	834.0	1.0	192.0
521367	0.0	0.0	5.0
4402709	2.0	3.0	0.0
551756	0.0	2.0	1.0
818603	0.0	2.0	0.0
4325659	0.0	0.0	1.0
613049	0.0	4.0	14.0
2931	1.0	0.0	0.0
1113998	0.0	1.0	0.0
400253	0.0	0.0	2.0
622013	0.0	1.0	0.0
839270	8.0	0.0	1.0
687245	0.0	1.0	0.0
2502219	0.0	0.0	1.0
590441	0.0	0.0	1.0
546846	4.0	1.0	1.0
182647	0.0	0.0	1.0
2547738	0.0	1.0	0.0
336632	0.0	2.0	0.0
165706	0.0	1.0	0.0
563408	4.0	2.0	8.0
574475	8.0	22.0	22.0
1111682	0.0	1.0	1.0
27293	0.0	0.0	2.0
566480	6.0	122.0	9.0
306797	8.0	0.0	0.0
196265	1.0	0.0	0.0
1106384	0.0	1.0	1.0
526243	1.0	0.0	0.0
510302	0.0	2.0	12.0
4344584	0.0	4.0	0.0
4344583	0.0	1.0	0.0
687407	1.0	0.0	0.0
93240	0.0	5.0	0.0
538435	0.0	10.0	0.0
150235	136.0	2.0	26.0
260534	0.0	1.0	0.0
358280	0.0	3.0	0.0
580909	0.0	7.0	1.0
556835	0.0	6.0	1.0
4451213	4.0	0.0	0.0
510174	1.0	0.0	0.0
292921	0.0	3.0	0.0
574585	0.0	7.0	0.0
305551	0.0	4.0	0.0
334773	0.0	0.0	1.0
4419624	0.0	0.0	1.0
128801	14.0	124.0	20.0
813548	6.0	9.0	4.0
4387187	0.0	1.0	1.0
509109	0.0	1.0	0.0
289538	0.0	1.0	0.0
4414230	1.0	161.0	110.0
645840	54.0	2.0	49.0
1074625	0.0	18.0	28.0
533703	0.0	1.0	0.0
577679	0.0	2.0	0.0
535601	13.0	0.0	0.0
465367	3.0	1.0	1.0
1144619	0.0	0.0	1.0
284241	0.0	0.0	1.0
4156025	0.0	0.0	1.0
247905	0.0	0.0	1.0
559632	0.0	1.0	1.0
694561	1.0	0.0	0.0
99309	0.0	3.0	0.0
861160	0.0	0.0	1.0
38888	0.0	1.0	0.0
1120835	0.0	23.0	31.0
199190	0.0	1.0	0.0
575137	0.0	3.0	0.0
570234	1.0	2.0	0.0
247695	10.0	42.0	4.0
775193	1.0	25.0	2.0
4467031	0.0	4.0	2.0
308802	0.0	1.0	0.0
584565	7.0	0.0	1.0
3264213	0.0	0.0	1.0
404720	0.0	1.0	0.0
745157	0.0	0.0	1.0
1106727	0.0	2.0	3.0
4640	3.0	0.0	8.0
326569	0.0	2.0	2.0
660055	1.0	0.0	0.0
101553	0.0	1.0	0.0
573124	0.0	3.0	1.0
533417	567.0	13.0	25.0
850731	2.0	5.0	8.0
348567	0.0	15.0	0.0
4364838	0.0	1.0	0.0
873972	47.0	37.0	11.0
969805	2.0	15.0	10.0
320087	0.0	1.0	1.0
269608	0.0	14.0	2.0
348612	0.0	14.0	0.0
760417	0.0	5.0	7.0
199683	2.0	1.0	0.0
781166	0.0	1.0	1.0
578761	0.0	0.0	1.0
4319981	1.0	1.0	1.0
604966	8.0	45.0	0.0
4329303	0.0	1.0	0.0
93931	5.0	0.0	0.0
569939	0.0	3.0	0.0
4323946	117.0	3.0	3.0
592117	44.0	11.0	22.0
742782	20.0	38.0	38.0
4472685	0.0	1.0	0.0
4339952	0.0	1.0	1.0
967427	0.0	1.0	0.0
2800178	15.0	0.0	0.0
149158	3.0	0.0	0.0
4366355	2.0	0.0	1.0
661359	0.0	30.0	2.0
871230	0.0	1.0	2.0
559891	0.0	0.0	1.0
550399	0.0	0.0	1.0
4461030	0.0	1.0	0.0
1114878	35.0	116.0	100.0
582083	3.0	16.0	33.0
810936	0.0	2.0	0.0
2615648	0.0	0.0	1.0
4395526	6.0	3.0	30.0
147678	0.0	0.0	1.0
4482374	0.0	2.0	0.0
1142670	89.0	0.0	0.0
247879	0.0	0.0	1.0
646970	0.0	5.0	0.0
895220	0.0	3.0	0.0
854272	0.0	26.0	9.0
253575	0.0	2.0	0.0
48579	0.0	7.0	1.0
711247	0.0	3.0	4.0
4482599	2835.0	31.0	48.0
767206	0.0	1.0	1.0
974817	0.0	1.0	0.0
623952	0.0	0.0	1.0
2344562	0.0	0.0	1.0
545350	1.0	0.0	0.0
1127891	515.0	224.0	1852.0
4304357	0.0	0.0	1.0
549898	3.0	635.0	247.0
610753	3.0	4.0	32.0
357366	0.0	1.0	0.0
148797	571.0	0.0	3.0
2985051	0.0	1.0	0.0
549891	0.0	0.0	1.0
772410	0.0	1.0	0.0
4367260	1.0	0.0	0.0
772282	0.0	1.0	0.0
850808	0.0	0.0	14.0
138526	1.0	0.0	0.0
321110	1.0	0.0	0.0
1052930	0.0	19.0	1.0
370086	0.0	1.0	0.0
528782	0.0	1.0	0.0
2236726	0.0	1.0	0.0
534042	0.0	1.0	0.0
569244	0.0	1.0	0.0
555847	0.0	45.0	14.0
900013	0.0	2.0	4.0
506057	1.0	0.0	0.0
236958	0.0	1.0	0.0
570213	7.0	0.0	0.0
575331	0.0	5.0	5.0
566262	0.0	3.0	0.0
619167	0.0	2.0	0.0
517156	1.0	1.0	1.0
252268	0.0	3.0	1.0
216324	1.0	3.0	0.0
560205	0.0	0.0	1.0
587689	0.0	5.0	4.0
98909	3.0	0.0	1.0
810157	4.0	0.0	6.0
611579	0.0	1.0	0.0
573013	1.0	16.0	19.0
568229	0.0	0.0	1.0
567791	0.0	2.0	0.0
583117	57.0	0.0	0.0
4369142	0.0	9.0	4.0
4448211	0.0	0.0	1.0
278103	2.0	0.0	2.0
257647	2.0	1.0	0.0
661229	72.0	6.0	10.0
6859	138.0	0.0	3.0
585984	0.0	0.0	1.0
1043461	0.0	0.0	1.0
2818	0.0	0.0	1.0
850572	2.0	3.0	0.0
530653	0.0	30.0	0.0
91012	0.0	2.0	0.0
305946	63.0	1.0	0.0
512469	43.0	0.0	2.0
630496	0.0	0.0	1.0
3962951	0.0	1.0	0.0
104003	0.0	1.0	0.0
3851578	0.0	1.0	0.0
331417	0.0	1.0	0.0
4300962	0.0	0.0	1.0
529789	18.0	1.0	0.0
368261	0.0	2.0	0.0
286918	0.0	0.0	1.0
914789	2.0	19.0	2.0
453796	0.0	1.0	1.0
256116	0.0	1.0	0.0
108490	12.0	8.0	59.0
814721	1.0	7.0	2.0
585525	66.0	1.0	0.0
2092174	0.0	0.0	1.0
509480	1.0	0.0	0.0
584580	0.0	0.0	1.0
109947	0.0	1.0	0.0
156646	0.0	0.0	1.0
543065	0.0	0.0	1.0
1108706	1.0	0.0	0.0
354913	0.0	1.0	0.0
365385	0.0	1.0	0.0
902489	3.0	0.0	0.0
109728	0.0	1.0	13.0
746799	15.0	3.0	6.0
45149	1.0	0.0	0.0
337555	3.0	369.0	16.0
961783	0.0	0.0	39.0
4398726	0.0	1.0	0.0
569463	0.0	0.0	4.0
197105	0.0	2.0	0.0
720511	0.0	0.0	1.0
1118744	0.0	7.0	4.0
323834	0.0	5.0	2.0
1777396	0.0	0.0	1.0
4326494	0.0	1.0	0.0
307203	3.0	0.0	7.0
608293	22.0	22.0	45.0
4376072	0.0	113.0	26.0
317502	0.0	1.0	0.0
551830	0.0	1.0	5.0
540119	0.0	4.0	0.0
151046	3.0	4.0	0.0
3579707	0.0	1.0	0.0
273907	0.0	1.0	1.0
4376279	0.0	4.0	4.0
252045	0.0	3.0	0.0
4361528	0.0	1.0	1.0
1084157	0.0	1.0	0.0
848816	0.0	0.0	3.0
66176	0.0	2.0	3.0
1011088	53.0	5.0	64.0
810037	0.0	2.0	0.0
543934	3.0	44.0	3.0
541223	2.0	20.0	34.0
448893	0.0	0.0	126.0
585949	0.0	1.0	0.0
4329057	0.0	3.0	0.0
284812	0.0	0.0	1.0
1116266	81.0	2.0	9.0
552017	33.0	0.0	0.0
4297688	447.0	3.0	44.0
109610	0.0	49.0	0.0
4419320	0.0	1.0	0.0
823634	1.0	0.0	0.0
847094	0.0	1.0	0.0
308309	0.0	1.0	0.0
351231	96.0	0.0	0.0
73883	0.0	0.0	53.0
557392	0.0	0.0	1.0
260410	1.0	0.0	0.0
673206	0.0	0.0	1.0
531928	0.0	0.0	1.0
978113	171.0	1.0	5.0
New.ReferenceOTU0	1.0	0.0	0.0
New.ReferenceOTU1	0.0	0.0	1.0
New.ReferenceOTU2	0.0	238.0	56.0
New.ReferenceOTU3	0.0	4.0	1.0
New.ReferenceOTU4	1.0	0.0	0.0
New.ReferenceOTU5	0.0	1.0	0.0
New.ReferenceOTU6	1.0	0.0	0.0
New.ReferenceOTU7	1.0	0.0	0.0
New.ReferenceOTU8	1.0	0.0	0.0
New.ReferenceOTU9	0.0	7.0	0.0
New.ReferenceOTU10	1.0	0.0	0.0
New.ReferenceOTU11	1.0	0.0	0.0
New.ReferenceOTU12	1.0	0.0	0.0
New.ReferenceOTU13	1.0	0.0	0.0
New.ReferenceOTU14	0.0	4.0	2.0
New.ReferenceOTU15	1.0	0.0	0.0
New.ReferenceOTU16	0.0	0.0	1.0
New.ReferenceOTU17	0.0	6.0	1.0
New.ReferenceOTU18	0.0	1.0	0.0
New.ReferenceOTU19	46.0	36.0	1.0
New.ReferenceOTU20	0.0	1.0	1.0
New.ReferenceOTU21	2.0	0.0	0.0
New.ReferenceOTU22	1.0	0.0	0.0
New.ReferenceOTU23	1.0	0.0	0.0
New.ReferenceOTU24	1.0	0.0	0.0
New.ReferenceOTU25	1.0	0.0	0.0
New.ReferenceOTU26	1.0	0.0	0.0
New.ReferenceOTU27	1.0	0.0	0.0
New.ReferenceOTU28	0.0	1.0	0.0
New.ReferenceOTU29	2.0	0.0	0.0
New.ReferenceOTU30	0.0	0.0	1.0
New.ReferenceOTU31	1.0	0.0	0.0
New.ReferenceOTU32	0.0	1.0	0.0
New.ReferenceOTU33	1.0	0.0	0.0
New.ReferenceOTU34	0.0	1.0	3.0
New.ReferenceOTU35	1.0	0.0	0.0
New.ReferenceOTU36	0.0	10.0	2.0
New.ReferenceOTU37	0.0	0.0	1.0
New.ReferenceOTU38	0.0	1.0	0.0
New.ReferenceOTU39	11.0	5.0	0.0
New.ReferenceOTU40	1.0	0.0	0.0
New.ReferenceOTU41	1.0	0.0	0.0
New.ReferenceOTU42	0.0	2.0	0.0
New.ReferenceOTU43	4.0	14.0	0.0
New.ReferenceOTU44	0.0	0.0	3.0
New.ReferenceOTU45	1.0	0.0	0.0
New.ReferenceOTU46	1.0	0.0	0.0
New.ReferenceOTU47	1.0	0.0	0.0
New.ReferenceOTU48	1.0	0.0	0.0
New.ReferenceOTU49	4.0	0.0	0.0
New.ReferenceOTU50	0.0	3.0	2.0
New.ReferenceOTU51	0.0	1.0	0.0
New.ReferenceOTU52	1.0	0.0	0.0
New.ReferenceOTU53	1.0	0.0	0.0
New.ReferenceOTU54	1.0	0.0	0.0
New.ReferenceOTU55	0.0	0.0	1.0
New.ReferenceOTU56	1.0	0.0	0.0
New.ReferenceOTU57	0.0	1.0	0.0
New.ReferenceOTU58	0.0	1.0	1.0
New.ReferenceOTU59	0.0	1.0	0.0
New.ReferenceOTU60	0.0	2.0	0.0
New.ReferenceOTU61	9.0	0.0	0.0
New.ReferenceOTU62	1.0	0.0	0.0
New.ReferenceOTU63	1.0	0.0	0.0
New.ReferenceOTU64	1.0	0.0	0.0
New.ReferenceOTU65	1.0	0.0	0.0
New.ReferenceOTU66	0.0	4.0	0.0
New.ReferenceOTU67	0.0	1.0	0.0
New.ReferenceOTU68	0.0	0.0	1.0
New.ReferenceOTU69	0.0	1.0	0.0
New.ReferenceOTU70	1.0	0.0	0.0
New.ReferenceOTU71	0.0	0.0	1.0
New.ReferenceOTU72	1.0	0.0	0.0
New.ReferenceOTU73	0.0	0.0	2.0
New.ReferenceOTU74	0.0	3.0	0.0
New.ReferenceOTU75	0.0	4.0	0.0
New.ReferenceOTU76	0.0	1.0	1.0
New.ReferenceOTU77	0.0	1.0	0.0
New.ReferenceOTU78	0.0	1.0	0.0
New.ReferenceOTU79	0.0	0.0	1.0
New.ReferenceOTU80	0.0	3.0	3.0
New.ReferenceOTU81	0.0	1.0	0.0
New.ReferenceOTU82	0.0	7.0	1.0
New.ReferenceOTU83	0.0	1.0	0.0
New.ReferenceOTU84	1.0	0.0	0.0
New.ReferenceOTU85	0.0	0.0	1.0
New.ReferenceOTU86	0.0	1.0	0.0
New.ReferenceOTU87	1.0	0.0	0.0
New.ReferenceOTU88	1.0	0.0	0.0
New.ReferenceOTU89	0.0	0.0	1.0
New.ReferenceOTU90	0.0	1.0	0.0
New.ReferenceOTU91	1.0	0.0	0.0
New.ReferenceOTU92	0.0	1.0	0.0
New.ReferenceOTU93	2.0	0.0	0.0
New.ReferenceOTU94	13.0	0.0	0.0
New.ReferenceOTU95	0.0	1.0	0.0
New.ReferenceOTU96	1.0	0.0	0.0
New.ReferenceOTU97	0.0	1.0	0.0
New.ReferenceOTU98	2.0	0.0	1.0
New.ReferenceOTU99	1.0	0.0	0.0
New.ReferenceOTU100	0.0	0.0	1.0
New.ReferenceOTU101	3.0	0.0	1.0
New.ReferenceOTU102	0.0	1.0	0.0
New.ReferenceOTU103	1.0	0.0	0.0
New.ReferenceOTU104	0.0	0.0	1.0
New.ReferenceOTU105	0.0	1.0	0.0
New.ReferenceOTU106	1.0	0.0	0.0
New.ReferenceOTU107	1.0	0.0	0.0
New.ReferenceOTU108	0.0	1.0	0.0
New.ReferenceOTU109	2.0	0.0	0.0
New.ReferenceOTU110	0.0	1.0	0.0
New.ReferenceOTU111	0.0	1.0	0.0
New.ReferenceOTU112	0.0	1.0	0.0
New.ReferenceOTU113	1.0	0.0	0.0
New.ReferenceOTU114	0.0	1.0	0.0
New.ReferenceOTU115	1.0	0.0	0.0
New.ReferenceOTU116	0.0	2.0	1.0
New.ReferenceOTU117	1.0	0.0	0.0
New.ReferenceOTU118	0.0	0.0	1.0
New.ReferenceOTU119	13.0	1.0	0.0
New.ReferenceOTU120	1.0	0.0	0.0
New.ReferenceOTU121	1.0	0.0	0.0
New.ReferenceOTU122	1.0	0.0	0.0
New.ReferenceOTU123	0.0	0.0	1.0
New.ReferenceOTU124	0.0	0.0	1.0
New.ReferenceOTU125	0.0	53.0	8.0
New.ReferenceOTU126	37.0	0.0	0.0
New.ReferenceOTU127	1.0	0.0	0.0
New.ReferenceOTU128	1.0	0.0	0.0
New.ReferenceOTU129	1.0	0.0	1.0
New.ReferenceOTU130	1.0	0.0	0.0
New.ReferenceOTU131	0.0	4.0	1.0
New.ReferenceOTU132	1.0	0.0	0.0
New.ReferenceOTU133	1.0	2.0	0.0
New.ReferenceOTU134	0.0	0.0	1.0
New.ReferenceOTU135	2.0	4.0	1.0
New.ReferenceOTU136	0.0	1.0	0.0
New.ReferenceOTU137	1.0	0.0	0.0
New.ReferenceOTU138	1.0	0.0	0.0
New.ReferenceOTU139	1.0	0.0	0.0
New.ReferenceOTU140	20.0	1.0	0.0
New.ReferenceOTU141	3.0	4.0	1.0
New.ReferenceOTU142	1.0	0.0	0.0
New.ReferenceOTU143	5.0	19.0	4.0
New.ReferenceOTU144	0.0	1.0	0.0
New.ReferenceOTU145	0.0	4.0	2.0
New.ReferenceOTU146	1.0	0.0	0.0
New.ReferenceOTU147	0.0	4.0	0.0
New.ReferenceOTU148	6.0	3.0	1.0
New.ReferenceOTU149	0.0	1.0	0.0
New.ReferenceOTU150	0.0	0.0	1.0
New.ReferenceOTU151	0.0	0.0	1.0
New.ReferenceOTU152	0.0	3.0	0.0
New.ReferenceOTU153	0.0	0.0	1.0
New.ReferenceOTU154	0.0	1.0	0.0
New.ReferenceOTU155	0.0	2.0	1.0
New.ReferenceOTU156	1.0	0.0	0.0
New.ReferenceOTU157	0.0	1.0	0.0
New.ReferenceOTU158	1.0	0.0	0.0
New.ReferenceOTU159	0.0	0.0	1.0
New.ReferenceOTU160	0.0	0.0	1.0
New.ReferenceOTU161	0.0	0.0	5.0
New.ReferenceOTU162	206.0	1.0	9.0
New.ReferenceOTU163	1.0	0.0	0.0
New.ReferenceOTU164	1.0	0.0	0.0
New.ReferenceOTU165	0.0	3.0	0.0
New.ReferenceOTU166	0.0	1.0	0.0
New.ReferenceOTU167	1.0	0.0	0.0
New.ReferenceOTU168	0.0	0.0	1.0
New.ReferenceOTU169	0.0	1.0	0.0
New.ReferenceOTU170	2.0	0.0	0.0
New.ReferenceOTU171	1.0	0.0	0.0
New.ReferenceOTU172	0.0	1.0	0.0
New.ReferenceOTU173	0.0	2.0	1.0
New.ReferenceOTU174	0.0	1.0	0.0
New.ReferenceOTU175	0.0	0.0	1.0
New.ReferenceOTU176	0.0	0.0	1.0
New.ReferenceOTU177	0.0	1.0	0.0
New.ReferenceOTU178	0.0	0.0	1.0
New.ReferenceOTU179	0.0	0.0	1.0
New.ReferenceOTU180	1.0	0.0	0.0
New.ReferenceOTU181	0.0	1.0	0.0
New.ReferenceOTU182	0.0	14.0	5.0
New.ReferenceOTU183	0.0	1.0	0.0
New.ReferenceOTU184	0.0	1.0	0.0
New.ReferenceOTU185	1.0	0.0	0.0
New.ReferenceOTU186	106.0	8.0	14.0
New.ReferenceOTU187	1.0	0.0	0.0
New.ReferenceOTU188	1.0	0.0	0.0
New.ReferenceOTU189	0.0	1.0	0.0
New.ReferenceOTU190	0.0	0.0	1.0
New.ReferenceOTU191	0.0	0.0	1.0
New.ReferenceOTU192	0.0	4.0	8.0
New.ReferenceOTU193	4.0	0.0	0.0
New.ReferenceOTU194	21.0	1.0	3.0
New.ReferenceOTU195	0.0	8.0	3.0
New.ReferenceOTU196	1.0	0.0	0.0
New.ReferenceOTU197	0.0	10.0	6.0
New.ReferenceOTU198	1.0	0.0	0.0
New.ReferenceOTU199	0.0	1.0	0.0
New.ReferenceOTU200	0.0	1.0	0.0
New.ReferenceOTU201	0.0	1.0	0.0
New.ReferenceOTU202	0.0	1.0	0.0
New.ReferenceOTU203	1.0	0.0	0.0
New.ReferenceOTU204	0.0	3.0	0.0
New.ReferenceOTU205	64.0	27.0	8.0
New.ReferenceOTU206	1.0	0.0	0.0
New.ReferenceOTU207	1.0	0.0	0.0
New.ReferenceOTU208	1.0	0.0	0.0
New.ReferenceOTU209	0.0	0.0	1.0
New.ReferenceOTU210	0.0	1.0	0.0
New.ReferenceOTU211	0.0	0.0	1.0
New.ReferenceOTU212	0.0	1.0	0.0
New.ReferenceOTU213	0.0	1.0	0.0
New.ReferenceOTU214	0.0	1.0	0.0
New.ReferenceOTU215	0.0	7.0	3.0
New.ReferenceOTU216	178.0	0.0	40.0
New.ReferenceOTU217	0.0	22.0	2.0
New.ReferenceOTU218	1.0	0.0	0.0
New.ReferenceOTU219	0.0	0.0	1.0
New.ReferenceOTU220	0.0	1.0	0.0
New.ReferenceOTU221	0.0	1.0	0.0
New.ReferenceOTU222	0.0	0.0	1.0
New.ReferenceOTU223	0.0	2.0	0.0
New.ReferenceOTU224	0.0	0.0	2.0
New.ReferenceOTU225	2.0	1.0	0.0
New.ReferenceOTU226	0.0	1.0	0.0
New.ReferenceOTU227	1.0	0.0	0.0
New.ReferenceOTU228	0.0	21.0	1.0
New.ReferenceOTU229	0.0	1.0	0.0
New.ReferenceOTU230	0.0	2.0	3.0
New.ReferenceOTU231	0.0	1.0	0.0
New.ReferenceOTU232	2.0	0.0	0.0
New.ReferenceOTU233	0.0	0.0	1.0
