chrom	start	end	gains	losses
1	1309109	1310818	0.1501	0
1	1309110	1310562	0.1501	0
1	1321090	1334718	0.1501	0
1	1327667	1334718	0.1501	0
1	1334909	1337426	0.1501	0
1	1337275	1342693	0.1501	0
1	1353799	1356824	0.1501	0
1	1353799	1356824	0.1501	0
1	1353799	1356824	0.1501	0
1	1361507	1363167	0.1501	0
1	1365536	1369953	0.1501	0
1	1365536	1369953	0.1501	0
1	1365536	1369953	0.1501	0
1	1370902	1378262	0.1501	0
1	1370902	1378262	0.1501	0
1	1385068	1405538	0.1501	0
1	1407163	1431582	0.1501	0
1	1447522	1470067	0.1501	0
1	1447522	1470067	0.1501	0
1	1447909	1470067	0.1501	0
1	1470157	1475740	0.1501	0
1	1477052	1510262	0.1501	0
1	1533387	1535476	0.1501	0
1	1550794	1565990	0.1501	0
1	1550794	1565990	0.1501	0
1	1550794	1565990	0.1501	0
1	1550794	1565990	0.1501	0
1	1550794	1565990	0.1501	0
1	1551244	1565990	0.1501	0
1	1567559	1570030	0.1501	0
1	1568158	1570027	0.1501	0
1	1570602	1655859	0.1501	0
1	1570602	1655859	0.1501	0
1	1570602	1655859	0.1501	0
1	1570602	1655859	0.1501	0
1	1570602	1655859	0.1501	0
1	1570602	1655859	0.1501	0
1	1592938	1624243	0.1501	0
1	1592938	1624243	0.1501	0
1	1631377	1633247	0.1501	0
1	1634169	1655791	0.1501	0
1	1634169	1655791	0.1501	0
1	1656276	1677438	0.1501	0
1	1658823	1677438	0.1501	0
1	1682670	1711508	0.1501	0
1	1682670	1710297	0.1501	0
1	1682670	1690081	0.1501	0
1	1682670	1709909	0.1501	0
1	1716723	1822556	0.1501	0
1	1716723	1822556	0.1501	0
1	1716723	1822556	0.1501	0
1	1846265	1848733	0.1501	0
1	1849028	1850740	0.1501	0
1	1853389	1935276	0.1501	0
1	1884751	1935276	0.1501	0
1	1950767	1962192	0.1501	0
1	1981908	2116834	0.1501	0
1	2005085	2116834	0.1501	0
1	2005424	2116834	0.1501	0
1	2036154	2116834	0.1501	0
1	2115898	2126214	0.1501	0
1	2115898	2126214	0.1501	0
1	2115898	2126214	0.1501	0
1	2115898	2126214	0.1501	0
1	2115898	2139172	0.1501	0
1	2120987	2144159	0.1501	0
1	2120987	2126214	0.1501	0
1	2120987	2126214	0.1501	0
1	2120987	2126214	0.1501	0
1	2123333	2126214	0.1501	0
1	2160133	2241652	0.1501	0
1	2252691	2323190	0.1501	0
1	2281852	2284100	0.1501	0
1	2286613	2323190	0.1501	0
1	2306292	2323190	0.1501	0
1	2323213	2336885	0.1501	0
1	2336240	2344010	0.1501	0
1	2336240	2344010	0.1501	0
1	2398897	2436969	0.1501	0
1	2407753	2436969	0.1501	0
1	2407753	2436969	0.1501	0
1	2439969	2458067	0.1501	0
1	2460183	2461684	0.1501	0
1	2481358	2488450	0.1501	0
1	2487803	2497061	0.1501	0
1	2487803	2497061	0.1501	0
1	2497973	2515973	0.1501	0
1	2517898	2522908	0.1501	0
1	2517898	2522908	0.1501	0
1	2518188	2522908	0.1501	0
1	2518188	2522908	0.1501	0
1	2518188	2522908	0.1501	0
1	2518188	2522908	0.1501	0
1	2518188	2522908	0.1501	0
1	2518188	2522908	0.1501	0
1	2522080	2564481	0.1501	0
1	2572806	2706230	0.1501	0
1	2938045	2939467	0.1501	0
1	2976180	2984289	0.1501	0
1	2980635	2984289	0.1501	0
1	2985741	3355185	0.1501	0
1	2985741	3355185	0.1501	0
1	3044538	3044599	0.1501	0
1	3371146	3397677	0.1501	0
1	3404505	3528059	0.1501	0
1	3477259	3477354	0.1501	0
1	3541555	3546694	0.1501	0
1	3547330	3566671	0.1501	0
1	3569128	3652765	0.1501	0
1	3569128	3652765	0.1501	0
1	3569128	3652765	0.1501	0
1	3569128	3652765	0.1501	0
1	3569128	3652765	0.1501	0
1	3569128	3652765	0.1501	0
1	3607235	3652765	0.1501	0
1	3607235	3652765	0.1501	0
1	3607235	3652765	0.1501	0
1	3607235	3652765	0.1501	0
1	3607235	3652765	0.1501	0
1	3607235	3652765	0.1501	0
1	3614609	3652765	0.1501	0
1	3652547	3663937	0.1501	0
1	3652547	3663937	0.1501	0
1	3652547	3663937	0.1501	0
1	3652547	3663937	0.1501	0
1	3652547	3663335	0.1501	0
1	3668964	3688209	0.1501	0
1	3689324	3692546	0.1501	0
1	3689350	3692546	0.1501	0
1	3696783	3713068	0.1501	0
1	3728644	3773797	0.1501	0
1	3773830	3801993	0.1501	0
1	3773830	3801993	0.1501	0
1	3773830	3801993	0.1501	0
1	3805696	3816857	0.1501	0
1	3816967	3832011	0.1501	0
1	4000671	4012643	0.1501	0
1	4472110	4484744	0.1501	0
1	4715104	4843851	0.1501	0
1	4715104	4837854	0.1501	0
1	5624130	5624203	0.1501	0
1	5922731	5922801	0.1501	0
1	5922867	6052533	0.1501	0
1	5922867	6052533	0.1501	0
1	5922867	6052533	0.1501	0
1	5922867	6052533	0.1501	0
1	6052357	6161253	0.1501	0
1	6086072	6161253	0.1501	0
1	6086072	6161253	0.1501	0
1	6094347	6161253	0.1501	0
1	6105980	6161253	0.1501	0
1	6106173	6161253	0.1501	0
1	6161846	6240194	0.1501	0
1	6245079	6259679	0.1501	0
1	6264899	6265840	0.1501	0
1	6266188	6281359	0.1501	0
1	6281252	6296044	0.1501	0
1	6296299	6299502	0.1501	0
1	6304251	6305638	0.1501	0
1	6307405	6321035	0.1501	0
1	6324331	6420764	0.1501	0
1	6324331	6453826	0.1501	0
1	6324331	6445883	0.1501	0
1	6324331	6419004	0.1501	0
1	6475293	6479979	0.1501	0
1	6484847	6521004	0.1501	0
1	6489893	6489956	0.1501	0
1	6521213	6526255	0.1501	0
1	6521213	6526255	0.1501	0
1	6521213	6526255	0.1501	0
1	6521213	6526255	0.1501	0
1	6521213	6526255	0.1501	0
1	6524170	6526255	0.1501	0
1	6526151	6551761	0.1501	0
1	6526151	6557484	0.1501	0
1	6526151	6545529	0.1501	0
1	6526151	6550654	0.1501	0
1	6526151	6546014	0.1501	0
1	6526151	6550640	0.1501	0
1	6526151	6580121	0.1501	0
1	6526151	6557156	0.1501	0
1	6581406	6614658	0.1501	0
1	6615337	6639817	0.1501	0
1	6615337	6639817	0.1501	0
1	6640050	6649340	0.1501	0
1	6640050	6649340	0.1501	0
1	6640050	6649340	0.1501	0
1	6650783	6662958	0.1501	0
1	6673755	6684093	0.1501	0
1	6684924	6693642	0.1501	0
1	6685209	6693642	0.1501	0
1	6685209	6695646	0.1501	0
1	6694227	6761966	0.1501	0
1	6784804	6790072	0.1501	0
1	6787586	6790072	0.1501	0
1	6845383	6932107	0.1501	0
1	6845383	7829766	0.1501	0
1	6845383	6948261	0.1501	0
1	6845383	6948261	0.1501	0
1	7831328	7841492	0.1501	0
1	7844488	7905240	0.1501	0
1	7844488	7905240	0.1501	0
1	7844488	7905240	0.1501	0
1	7844488	7905240	0.1501	0
1	7844488	7905240	0.1501	0
1	7907671	7913104	0.1501	0
1	7907671	7913551	0.1501	0
1	7975930	8003225	0.1501	0
1	8021713	8045342	0.1501	0
1	8021713	8045342	0.1501	0
1	8071778	8086393	0.1501	0
1	8268731	8275268	0.1501	0
1	8378144	8404227	0.1501	0
1	8412463	8483747	0.1501	0
1	8412463	8877699	0.1501	0
1	8412463	8877699	0.1501	0
1	8484704	8495076	0.1501	0
1	8921058	8931635	0.1501	0
1	8921058	8939151	0.1501	0
1	8926560	8926649	0.1501	0
1	8938893	8939943	0.1501	0
1	9005892	9035148	0.1501	0
1	9005892	9034503	0.1501	0
1	9005892	9035148	0.1501	0
1	9005892	9035148	0.1501	0
1	9063358	9086404	0.1501	0
1	9097004	9129887	0.1501	0
1	9101426	9129887	0.1501	0
1	9164475	9189229	0.1501	0
1	9211726	9211836	0.1501	0
1	9294862	9331394	0.1501	0
1	9299902	9331394	0.1501	0
1	9352940	9429590	0.1501	0
1	9485152	9488975	0.1501	0
1	9485152	9489055	0.1501	0
1	9599527	9642831	0.1501	0
1	9648931	9665020	0.1501	0
1	9648931	9674935	0.1501	0
1	9711789	9789172	0.1501	0
1	9712667	9714644	0.1501	0
1	9732483	9747632	0.1501	0
1	9732483	9747632	0.1501	0
1	9740902	9747632	0.1501	0
1	9789078	9884584	0.1501	0
1	9789078	9884584	0.1501	0
1	9789078	9884584	0.1501	0
1	9908333	9970316	0.1501	0
1	9908333	9970316	0.1501	0
1	9989775	10002826	0.1501	0
1	10002980	10045556	0.1501	0
1	10003485	10041824	0.1501	0
1	10003485	10045556	0.1501	0
1	10027438	10027516	0.1501	0
1	10057254	10076078	0.1501	0
1	10093040	10241296	0.1501	0
1	10093040	10241296	0.1501	0
1	10270763	10368655	0.1501	0
1	10270763	10441661	0.1501	0
1	10359023	10359128	0.1501	0
1	10459048	10480568	0.1501	0
1	10459048	10480568	0.1501	0
1	10459174	10480568	0.1501	0
1	10490158	10512060	0.1501	0
1	10490158	10512060	0.1501	0
1	10490158	10502872	0.1501	0
1	10490158	10512060	0.1501	0
1	10490803	10512060	0.1501	0
1	10490803	10502872	0.1501	0
1	10490803	10512060	0.1501	0
1	10509775	10512060	0.1501	0
1	10520602	10532613	0.1501	0
1	10520602	10532613	0.1501	0
1	10535002	10690815	0.1501	0
1	10696665	10856733	0.1501	0
1	10707262	10856733	0.1501	0
1	11006529	11042094	0.1501	0
1	11072678	11085549	0.1501	0
1	11086579	11107296	0.1501	0
1	11104854	11107296	0.1501	0
1	11114648	11120091	0.1501	0
1	11126669	11159967	0.1501	0
1	11126669	11159967	0.1501	0
1	11166587	11322608	0.1501	0
1	11203954	11209595	0.1501	0
1	11249345	11256038	0.1501	0
1	11333254	11348491	0.1501	0
1	11539294	11597640	0.1501	0
1	11669587	11673411	0.1501	0
1	11708417	11714888	0.1501	0
1	11714431	11723384	0.1501	0
1	11714431	11723384	0.1501	0
1	11714913	11723384	0.1501	0
1	11714913	11723384	0.1501	0
1	11714913	11723384	0.1501	0
1	11714913	11723384	0.1501	0
1	11714913	11723384	0.1501	0
1	11724149	11734409	0.1501	0
1	11734536	11741271	0.1501	0
1	11734536	11751678	0.1501	0
1	11751780	11780336	0.1501	0
1	11796141	11810828	0.1501	0
1	11796141	11810828	0.1501	0
1	11796141	11810828	0.1501	0
1	11796141	11810828	0.1501	0
1	11796141	11810828	0.1501	0
1	11822249	11849642	0.1501	0
1	11837133	11839676	0.1501	0
1	11845786	11866160	0.1501	0
1	11866152	11903201	0.1501	0
1	11866152	11903201	0.1501	0
1	11866152	11903201	0.1501	0
1	11900375	11907673	0.1501	0
1	11905766	11907840	0.1501	0
1	11917520	11918992	0.1501	0
1	11979644	11986485	0.1501	0
1	11994723	12035599	0.1501	0
1	12040237	12073572	0.1501	0
1	12040237	12073572	0.1501	0
1	12079298	12092106	0.1501	0
1	12089214	12089279	0.1501	0
1	12123433	12204264	0.1501	0
1	12123433	12204264	0.1501	0
1	12226999	12227095	0.1501	0
1	12227059	12269277	0.1501	0
1	12251769	12251830	0.1501	0
1	12290095	12572098	0.1501	0
1	12290095	12572098	0.1501	0
1	12567299	12567451	0.1501	0
1	12567299	12567451	0.1501	0
1	12627938	12677737	0.1501	0
1	12638984	12639051	0.1501	0
1	12704565	12727097	0.1501	0
1	12776117	12788726	0.1501	0
1	12776117	12788726	0.1501	0
1	12806133	12821102	0.1501	0
1	12834990	12838048	0.1501	0
1	12851545	12856777	0.1501	0
1	12854842	12856777	0.1501	0
1	12884617	12891264	0.1501	0
1	12907229	12908609	0.1501	0
1	12907229	12908157	0.1501	0
1	12907229	12908235	0.1501	0
1	12916940	12921764	0.1501	0
1	12939032	12946025	0.1501	0
1	12976466	12980300	0.1501	0
1	12976466	12980300	0.1501	0
1	12998301	13007406	0.1501	0
1	12998504	13002353	0.1501	0
1	12998504	13002353	0.1501	0
1	13035498	13039011	0.1501	0
1	13035542	13038381	0.1501	0
1	13052393	13112702	0.1501	0
1	13108513	13117751	0.1501	0
1	13161985	13167193	0.1501	0
1	13161985	13167193	0.1501	0
1	13182959	13184326	0.1501	0
1	13194517	13199727	0.1501	0
1	13194517	13199727	0.1501	0
1	13328195	13698405	0.1501	0
1	13328832	13331671	0.1501	0
1	13359818	13369057	0.1501	0
1	13359832	13368936	0.1501	0
1	13364885	13368733	0.1501	0
1	13386914	13390748	0.1501	0
1	13386914	13390748	0.1501	0
1	13409127	13414502	0.1501	0
1	13409134	13414502	0.1501	0
1	13421175	13428190	0.1501	0
1	13424002	13427859	0.1501	0
1	13447413	13452656	0.1501	0
1	13447413	13452656	0.1501	0
1	13474052	13477569	0.1501	0
1	13495253	13498259	0.1501	0
1	13495257	13498257	0.1501	0
1	13516065	13526943	0.1501	0
1	13607699	13611533	0.1501	0
1	13607699	13611533	0.1501	0
1	13629924	13635299	0.1501	0
1	13629931	13635299	0.1501	0
1	13641972	13648987	0.1501	0
1	13644799	13648656	0.1501	0
1	13668268	13673511	0.1501	0
1	13668268	13673511	0.1501	0
1	13694888	13698405	0.1501	0
1	13716091	13719089	0.1501	0
1	13736906	13747803	0.1501	0
1	13801444	13840242	0.1501	0
1	13910251	13944452	0.1501	0
1	13910251	13944452	0.1501	0
1	13911966	13944452	0.1501	0
1	13911966	13944452	0.1501	0
1	14026734	14151574	0.1501	0
1	14031349	14151574	0.1501	0
1	14031349	14114574	0.1501	0
1	14075875	14114574	0.1501	0
1	14925212	15394651	0.1501	0
1	14925212	15444544	0.1501	0
1	15250624	15394651	0.1501	0
1	15256295	15394651	0.1501	0
1	15272414	15394651	0.1501	0
1	15438310	15478960	0.1501	0
1	15479027	15546974	0.1501	0
1	15479027	15546974	0.1501	0
1	15480228	15546974	0.1501	0
1	15480228	15546974	0.1501	0
1	15490691	15498120	0.1501	0
1	15494969	15498120	0.1501	0
1	15573767	15724622	0.1501	0
1	15736390	15756839	0.1501	0
1	15764937	15773153	0.1501	0
1	15783222	15798586	0.1501	0
1	15802595	15817895	0.1501	0
1	15817895	15851285	0.1501	0
1	15817895	15850940	0.1501	0
1	15817895	15850940	0.1501	0
1	15817895	15850940	0.1501	0
1	15817895	15850940	0.1501	0
1	15853307	15898228	0.1501	0
1	15853307	15898228	0.1501	0
1	15853307	15898228	0.1501	0
1	15898193	15911605	0.1501	0
1	15943952	15987552	0.1501	0
1	15986363	15988217	0.1501	0
1	16010826	16061264	0.1501	0
1	16062808	16067887	0.1501	0
1	16068986	16074292	0.1501	0
1	16085254	16113084	0.1501	0
1	16090993	16101715	0.1501	0
1	16091458	16113084	0.1501	0
1	16133656	16134194	0.1501	0
1	16160709	16174642	0.1501	0
1	16174358	16266950	0.1501	0
1	16197643	16231962	0.1501	0
1	16268363	16302627	0.1501	0
1	16268363	16302627	0.1501	0
1	16268363	16302627	0.1501	0
1	16268363	16302627	0.1501	0
1	16330730	16333190	0.1501	0
1	16340522	16345285	0.1501	0
1	16348485	16360545	0.1501	0
1	16348485	16360545	0.1501	0
1	16348485	16360545	0.1501	0
1	16370230	16383821	0.1501	0
1	16375256	16383821	0.1501	0
1	16384263	16400127	0.1501	0
1	16450831	16482582	0.1501	0
1	16524598	16539104	0.1501	0
1	16558181	16563659	0.1501	0
1	16573334	16678986	0.1501	0
1	16693524	16724643	0.1501	0
1	16693524	16724643	0.1501	0
1	16693524	16724643	0.1501	0
1	16693524	16724643	0.1501	0
1	16693524	16724643	0.1501	0
1	16693524	16724643	0.1501	0
1	16725137	16763919	0.1501	0
1	16767166	16786584	0.1501	0
1	16767166	16786584	0.1501	0
1	16767166	16786584	0.1501	0
1	16793930	16819196	0.1501	0
1	16875408	16875482	0.1501	0
1	16888921	16940100	0.1501	0
1	16944750	16957401	0.1501	0
1	16972068	16976915	0.1501	0
1	16999497	17000007	0.1501	0
1	17007749	17007823	0.1501	0
1	17017712	17046652	0.1501	0
1	17060446	17060956	0.1501	0
1	17081128	17090975	0.1501	0
1	17185443	17185516	0.1501	0
1	17248444	17299474	0.1501	0
1	17300998	17307173	0.1501	0
1	17300998	17308081	0.1501	0
1	17300998	17308081	0.1501	0
1	17300998	17307173	0.1501	0
1	17312452	17338467	0.1501	0
1	17312452	17338467	0.1501	0
1	17312452	17338467	0.1501	0
1	17345224	17380665	0.1501	0
1	17393255	17445948	0.1501	0
1	17531620	17572501	0.1501	0
1	17575592	17610727	0.1501	0
1	17604383	17604470	0.1501	0
1	17634689	17690495	0.1501	0
1	17698690	17728195	0.1501	0
1	17733250	17766250	0.1501	0
1	17733250	17765059	0.1501	0
1	17866329	18024370	0.1501	0
1	17907047	18024370	0.1501	0
1	18081807	18153558	0.1501	0
1	18392150	18400905	0.1501	0
1	18434239	18704977	0.1501	0
1	18807423	18812480	0.1501	0
1	18957499	19075360	0.1501	0
1	18957499	19062632	0.1501	0
1	18957499	19062632	0.1501	0
1	19166092	19186155	0.1501	0
1	19197923	19217385	0.1501	0
1	19197923	19229293	0.1501	0
1	19197923	19229293	0.1501	0
1	19209695	19209769	0.1501	0
1	19223564	19223642	0.1501	0
1	19230773	19282826	0.1501	0
1	19400999	19536746	0.1501	0
1	19542157	19578053	0.1501	0
1	19542157	19578053	0.1501	0
1	19542157	19578053	0.1501	0
1	19542157	19578053	0.1501	0
1	19578074	19586622	0.1501	0
1	19592475	19600568	0.1501	0
1	19592475	19600568	0.1501	0
1	19609056	19615280	0.1501	0
1	19619740	19622230	0.1501	0
1	19629201	19638640	0.1501	0
1	19638739	19655794	0.1501	0
1	19638739	19655794	0.1501	0
1	19638739	19658922	0.1501	0
1	19638739	19655794	0.1501	0
1	19638739	19655794	0.1501	0
1	19665266	19811201	0.1501	0
1	19665266	19812135	0.1501	0
1	19665266	19812135	0.1501	0
1	19665266	19812135	0.1501	0
1	19923470	19984949	0.1501	0
1	19923470	19956315	0.1501	0
1	19923470	19984949	0.1501	0
1	19923470	19956315	0.1501	0
1	19923470	19956315	0.1501	0
1	19923470	19956315	0.1501	0
1	19923470	19956315	0.1501	0
1	19934300	19935138	0.1501	0
1	19969722	19984949	0.1501	0
1	19969722	19984949	0.1501	0
1	19969902	19984949	0.1501	0
1	19970207	19984949	0.1501	0
1	19970666	19984949	0.1501	0
1	19971865	19984949	0.1501	0
1	19972259	19984949	0.1501	0
1	19974103	19984949	0.1501	0
1	19991779	20007459	0.1501	0
1	20008705	20126410	0.1501	0
1	20140521	20141771	0.1501	0
1	20208887	20239437	0.1501	0
1	20246799	20250110	0.1501	0
1	20301923	20306152	0.1501	0
1	20301923	20306932	0.1501	0
1	20301923	20306932	0.1501	0
1	20301923	20306932	0.1501	0
1	20396700	20418394	0.1501	0
1	20439142	20446059	0.1501	0
1	20439142	20446059	0.1501	0
1	20465822	20476879	0.1501	0
1	20490483	20501687	0.1501	0
1	20510735	20512979	0.1501	0
1	20512570	20522541	0.1501	0
1	20617411	20681387	0.1501	0
1	20686293	20755287	0.1501	0
1	20808883	20812728	0.1501	0
1	20825940	20834674	0.1501	0
1	20878931	20881513	0.1501	0
1	20915443	20945400	0.1501	0
1	20959947	20978004	0.1501	0
1	20960171	20960281	0.1501	0
1	20969149	20978686	0.1501	0
1	20978259	20988037	0.1501	0
1	20990506	21044510	0.1501	0
1	20990506	21044510	0.1501	0
1	20990506	21044510	0.1501	0
1	21046224	21059133	0.1501	0
1	21046224	21059133	0.1501	0
1	21069170	21113181	0.1501	0
1	21132784	21503381	0.1501	0
1	21132784	21437876	0.1501	0
1	21132784	21503381	0.1501	0
1	21267737	21501251	0.1501	0
1	21314806	21314925	0.1501	0
1	21543739	21616982	0.1501	0
1	21543739	21616766	0.1501	0
1	21543739	21672034	0.1501	0
1	21543739	21606183	0.1501	0
1	21619782	21626362	0.1501	0
1	21766582	21811393	0.1501	0
1	21766582	21811393	0.1501	0
1	21766582	21811393	0.1501	0
1	21766582	21811393	0.1501	0
1	21835857	21904905	0.1501	0
1	21835857	21904905	0.1501	0
1	21835857	21904905	0.1501	0
1	21922707	21995856	0.1501	0
1	21922707	21995856	0.1501	0
1	21922707	21978348	0.1501	0
1	22004791	22109688	0.1501	0
1	22054338	22109688	0.1501	0
1	22138757	22151714	0.1501	0
1	22148724	22263790	0.1501	0
1	22148724	22263790	0.1501	0
1	22303417	22315847	0.1501	0
1	22328148	22339035	0.1501	0
1	22350486	22352541	0.1501	0
1	22351683	22357717	0.1501	0
1	22351996	22357717	0.1501	0
1	22351996	22357717	0.1501	0
1	22351996	22357717	0.1501	0
1	22351996	22357717	0.1501	0
1	22351996	22357717	0.1501	0
1	22379119	22419436	0.1501	0
1	22379119	22417296	0.1501	0
1	22379119	22419436	0.1501	0
1	22443797	22469519	0.1501	0
1	22592731	22592793	0.1501	0
1	22778343	22857650	0.1501	0
1	22778343	22857650	0.1501	0
1	22890003	22916112	0.1501	0
1	22890003	22930087	0.1501	0
1	22959750	22959859	0.1501	0
1	22963117	22966175	0.1501	0
1	22970117	22974603	0.1501	0
1	22970117	22974603	0.1501	0
1	22979681	22988029	0.1501	0
1	23037330	23241823	0.1501	0
1	23037330	23241823	0.1501	0
1	23046009	23046091	0.1501	0
1	23189651	23189719	0.1501	0
1	23279535	23291923	0.1501	0
1	23337326	23342343	0.1501	0
1	23345940	23410184	0.1501	0
1	23345940	23410184	0.1501	0
1	23370797	23370865	0.1501	0
1	23384350	23384427	0.1501	0
1	23410515	23495351	0.1501	0
1	23410515	23495351	0.1501	0
1	23518387	23521222	0.1501	0
1	23607801	23612011	0.1501	0
1	23631180	23670857	0.1501	0
1	23631180	23670857	0.1501	0
1	23631180	23670857	0.1501	0
1	23631180	23670857	0.1501	0
1	23631180	23670857	0.1501	0
1	23631180	23670857	0.1501	0
1	23631180	23670857	0.1501	0
1	23685940	23694879	0.1501	0
1	23685940	23696357	0.1501	0
1	23695463	23698330	0.1501	0
1	23695710	23698330	0.1501	0
1	23707401	23751272	0.1501	0
1	23755055	23810750	0.1501	0
1	23755055	23810750	0.1501	0
1	23832919	23857712	0.5059	0
1	23848421	23854911	0.5059	0
1	23884420	23886285	0.5059	0
1	23953823	23967056	0.5059	0
1	24018268	24022915	0.5059	0
1	24018268	24022915	0.5059	0
1	24069855	24088549	0.5059	0
1	24086871	24104787	0.1423	0
1	24104875	24114722	0.1423	0
1	24117645	24122029	0.1423	0
1	24122088	24127034	0.1423	0
1	24122088	24127294	0.1423	0
1	24122088	24126060	0.1423	0
1	24128366	24151949	0.1423	0
1	24128366	24151949	0.1423	0
1	24171571	24194859	0.1423	0
1	24200459	24239817	0.1423	0
1	24255559	24255637	0.1423	0
1	24286300	24289949	0.1423	0
1	24290836	24306953	0.1423	0
1	24290836	24306953	0.1423	0
1	24290836	24306953	0.1423	0
1	24290836	24306953	0.1423	0
1	24290836	24306953	0.1423	0
1	24290836	24306953	0.1423	0
1	24290836	24306953	0.1423	0
1	24290836	24306953	0.1423	0
1	24290836	24306953	0.1423	0
1	24382530	24438665	0.1423	0
1	24446260	24469775	0.1423	0
1	24480646	24513765	0.1423	0
1	24480646	24513765	0.1423	0
1	24480646	24513765	0.1423	0
1	24526729	24538180	0.1423	0
1	24645811	24690970	0.1423	0
1	24645811	24681808	0.1423	0
1	24646055	24681808	0.1423	0
1	24649529	24681808	0.1423	0
1	24683488	24740262	0.1423	0
1	24683488	24740262	0.1423	0
1	24683488	24740262	0.1423	0
1	24683488	24741587	0.1423	0
1	24742244	24799473	0.1423	0
1	24822822	24828850	0.1423	0
1	24822822	24828850	0.1423	0
1	24822822	24828850	0.1423	0
1	24828840	24863510	0.1423	0
1	24828840	24863510	0.1423	0
1	24829386	24863510	0.1423	0
1	24829386	24863510	0.1423	0
1	24829386	24863510	0.1423	0
1	24829386	24863510	0.1423	0
1	24834083	24863510	0.1423	0
1	24840803	24863510	0.1423	0
1	24840803	24863510	0.1423	0
1	24840803	24863510	0.1423	0
1	24865763	24882515	0.1423	0
1	24882566	24935818	0.1423	0
1	24969593	24999772	0.1423	0
1	24969593	24999772	0.1423	0
1	24970049	24999772	0.1423	0
1	25071759	25170815	0.1423	0
1	25226001	25256770	0.1423	0
1	25226001	25291501	0.1423	0
1	25245835	25245907	0.1423	0
1	25349993	25350077	0.1423	0
1	25548766	25559013	0.1423	0
1	25548766	25559013	0.1423	0
1	25568739	25573985	0.1423	0
1	25598976	25656936	0.1423	0
1	25598976	25656936	0.1423	0
1	25598976	25656936	0.1423	0
1	25598976	25656936	0.1423	0
1	25598976	25656936	0.1423	0
1	25598976	25656936	0.1423	0
1	25598976	25656936	0.1423	0
1	25598976	25656936	0.1423	0
1	25664788	25688852	0.1423	0
1	25688739	25747363	0.1423	0
1	25688739	25747363	0.1423	0
1	25688739	25747363	0.1423	0
1	25688739	25747363	0.1423	0
1	25757348	25826698	0.1423	0
1	25757348	25826698	0.1423	0
1	25870075	25895377	0.1423	0
1	25943958	26112698	0.1423	0
1	25943958	26112698	0.1423	0
1	26126666	26144713	0.1423	0
1	26126666	26144713	0.1423	0
1	26146396	26159433	0.1423	0
1	26146396	26159433	0.1423	0
1	26146444	26150097	0.1423	0
1	26146683	26159433	0.1423	0
